Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Facies
B5 LM,SHRIMPLIN,2939,37.71,0.413,4.7,12.17,4,2,0.9,6
B5 LM,SHRIMPLIN,2939.5,37.36,0.438,4.4,12.545,5,2,0.85,6
B5 LM,SHRIMPLIN,2940,39.66,0.467,4.6,13.01,5,2,0.8,6
B5 LM,SHRIMPLIN,2940.5,52.61,0.487,5.1,12.835,5.3,2,0.75,8
B5 LM,SHRIMPLIN,2941,53.75,0.501,5.2,12.71,6,2,0.7,8
B5 LM,SHRIMPLIN,2941.5,59.61,0.504,5.5,12.8,6.1,2,0.65,8
B5 LM,SHRIMPLIN,2942,62.99,0.501,5.1,12.9,5.6,2,0.6,8
B5 LM,SHRIMPLIN,2942.5,72.39,0.496,4.6,12.795,5.1,2,0.55,8
B5 LM,SHRIMPLIN,2943,81.12,0.496,4.3,12.595,5,2,0.5,8
B5 LM,SHRIMPLIN,2944,234.8,0.515,4.7,11.41,4.8,2,0.4,8
B5 LM,SHRIMPLIN,2944,234.8,0.515,4.7,11.41,4.8,2,0.4,8
B5 LM,SHRIMPLIN,2944.5,273.48,0.538,5.3,10.045,5.1,2,0.35,8
B5 LM,SHRIMPLIN,2945,164.34,0.573,5.9,8.48,5.3,2,0.3,8
B5 LM,SHRIMPLIN,2945.5,101.5,0.6,5.9,7.805,5.7,2,0.25,8
B5 LM,SHRIMPLIN,2946,84.6,0.616,4.3,7.58,5.7,2,0.2,6
B5 LM,SHRIMPLIN,2946.5,84.6,0.616,4.3,7.58,5.7,2,0.2,6
B5 LM,SHRIMPLIN,2947,91.02,0.621,3.5,7.795,5.7,2,0.15,8
B5 LM,SHRIMPLIN,2947.5,116.04,0.605,3.8,7.73,5.5,2,0.1,4
B5 LM,SHRIMPLIN,2948,129.74,0.574,5,8.61,4.7,2,0.05,4
C SH,SHRIMPLIN,2948.5,130.95,0.545,6.2,12.17,4.2,1,1,3
C SH,SHRIMPLIN,2949,127.25,0.519,7.5,17.585,3.6,1,0.982,3
C SH,SHRIMPLIN,2949.5,115.33,0.484,10.4,20.065,3.3,1,0.965,3
C SH,SHRIMPLIN,2950,110.37,0.453,13.2,19.63,3.2,1,0.947,3
C SH,SHRIMPLIN,2950.5,95.97,0.433,12.9,17.945,3.2,1,0.93,3
C SH,SHRIMPLIN,2951,92.1,0.415,14.9,17.19,3.5,1,0.912,3
C SH,SHRIMPLIN,2951.5,92.33,0.401,14.7,16.855,3.6,1,0.895,3
C SH,SHRIMPLIN,2952,84.32,0.401,14.9,17.04,3.7,1,0.877,3
C SH,SHRIMPLIN,2952.5,85.93,0.405,14.1,16.725,3.7,1,0.86,3
C SH,SHRIMPLIN,2953,86.15,0.41,13.5,16.505,3.7,1,0.842,3
C SH,SHRIMPLIN,2953.5,87.94,0.418,13.6,16.735,3.6,1,0.825,3
C SH,SHRIMPLIN,2954,86.68,0.425,14.1,16.94,3.6,1,0.807,3
C SH,SHRIMPLIN,2954.5,85.31,0.431,14.7,17.845,3.5,1,0.789,3
C SH,SHRIMPLIN,2955,86.99,0.441,13.9,18.455,3.5,1,0.772,3
C SH,SHRIMPLIN,2955.5,88.41,0.456,13.4,18.05,3.6,1,0.754,3
C SH,SHRIMPLIN,2956,85.73,0.471,13.6,15.635,3.8,1,0.737,3
C SH,SHRIMPLIN,2956.5,79.97,0.48,13.1,13.72,4.1,1,0.719,3
C SH,SHRIMPLIN,2957,72.32,0.489,13.4,13.05,4.3,1,0.702,3
C SH,SHRIMPLIN,2957.5,69.7,0.496,13,13.785,4.2,1,0.684,3
C SH,SHRIMPLIN,2958,78.44,0.504,13.5,13.815,4.1,1,0.667,3
C SH,SHRIMPLIN,2958.5,82.19,0.509,12.2,14.275,4,1,0.649,3
C SH,SHRIMPLIN,2959,85.45,0.509,12.6,15.215,4,1,0.632,3
C SH,SHRIMPLIN,2959.5,92.63,0.508,13.7,16.465,3.9,1,0.614,3
C SH,SHRIMPLIN,2960,88.92,0.507,14.6,16.885,3.9,1,0.596,3
C SH,SHRIMPLIN,2960.5,90.45,0.505,13.7,16.3,3.8,1,0.579,3
C SH,SHRIMPLIN,2961,87.42,0.504,12.7,15.225,4,1,0.561,3
C SH,SHRIMPLIN,2961.5,84.11,0.507,12.5,15.12,4,1,0.544,3
C SH,SHRIMPLIN,2962,87.26,0.509,12,15.145,3.9,1,0.526,3
C SH,SHRIMPLIN,2962.5,84.87,0.511,12,14.82,3.9,1,0.509,3
C SH,SHRIMPLIN,2963,84.88,0.507,11.3,14.335,3.9,1,0.491,3
C SH,SHRIMPLIN,2963.5,88.37,0.493,10.5,15.695,4.2,1,0.474,3
C SH,SHRIMPLIN,2964,90.68,0.48,11.1,18.01,4.2,1,0.456,3
C SH,SHRIMPLIN,2964.5,94.56,0.471,12.3,20.75,3.9,1,0.439,3
C SH,SHRIMPLIN,2965,96.31,0.462,15,22.025,3.6,1,0.421,3
C SH,SHRIMPLIN,2965.5,99.42,0.456,17.2,22.97,3.4,1,0.404,3
C SH,SHRIMPLIN,2966,97.55,0.453,16.7,22.12,3.4,1,0.386,3
C SH,SHRIMPLIN,2966.5,98.51,0.45,15.3,20.35,3.6,1,0.368,3
C SH,SHRIMPLIN,2967,86.18,0.452,13.5,17.53,3.7,1,0.351,2
C SH,SHRIMPLIN,2967.5,89.44,0.461,12.2,16.31,3.8,1,0.333,2
C SH,SHRIMPLIN,2968,89.13,0.471,11.7,15.875,3.9,1,0.316,2
C SH,SHRIMPLIN,2968.5,87.64,0.484,12.1,15.865,3.8,1,0.298,2
C SH,SHRIMPLIN,2969,84.34,0.502,12.3,15.685,3.9,1,0.281,2
C SH,SHRIMPLIN,2969.5,83.26,0.517,12.3,15.23,3.8,1,0.263,2
C SH,SHRIMPLIN,2970,84.8,0.525,12.5,14.78,4,1,0.246,2
C SH,SHRIMPLIN,2970.5,84.02,0.531,10.8,15.47,3.9,1,0.228,2
C SH,SHRIMPLIN,2971,90.99,0.535,10.9,15.235,3.9,1,0.211,3
C SH,SHRIMPLIN,2971.5,83.72,0.537,11.4,14.25,3.9,1,0.193,3
C SH,SHRIMPLIN,2972,81.44,0.538,10.9,14.015,4,1,0.175,3
C SH,SHRIMPLIN,2972.5,80.51,0.538,10.1,14.465,3.9,1,0.158,3
C SH,SHRIMPLIN,2973,83.93,0.539,10,15.11,3.8,1,0.14,3
C SH,SHRIMPLIN,2973.5,83.36,0.535,10.1,15.73,3.7,1,0.123,3
C SH,SHRIMPLIN,2974,86.69,0.529,10.9,15.115,3.8,1,0.105,3
C SH,SHRIMPLIN,2974.5,86.71,0.521,10.6,13.995,3.7,1,0.088,3
C SH,SHRIMPLIN,2975,84.91,0.515,11,14.065,3.9,1,0.07,3
C SH,SHRIMPLIN,2975.5,84.75,0.516,13.6,20,3.7,1,0.053,3
C SH,SHRIMPLIN,2976,87.88,0.543,16.2,23.385,3.6,1,0.035,3
C SH,SHRIMPLIN,2976.5,86.06,0.584,15,20.82,3.3,1,0.018,3
C LM,SHRIMPLIN,2977,56.43,0.627,10.4,12.115,3.7,2,1,5
C LM,SHRIMPLIN,2977.5,32.69,0.667,6.2,6.42,4.4,2,0.99,5
C LM,SHRIMPLIN,2978,25.06,0.708,5.9,4.845,5.5,2,0.98,5
C LM,SHRIMPLIN,2978.5,18.26,0.77,5.3,4.695,5.2,2,0.971,5
C LM,SHRIMPLIN,2979,18.28,0.874,4.9,4.67,5,2,0.961,5
C LM,SHRIMPLIN,2979.5,14.41,0.947,3.9,5.705,5.1,2,0.951,5
C LM,SHRIMPLIN,2980,13.99,0.983,2.3,7.35,5.2,2,0.941,8
C LM,SHRIMPLIN,2980.5,13.28,0.983,0.1,8.365,5.4,2,0.931,8
C LM,SHRIMPLIN,2981,16.71,0.946,0.1,8.53,5.4,2,0.922,8
C LM,SHRIMPLIN,2981.5,31.35,0.907,3.7,8.695,5,2,0.912,8
C LM,SHRIMPLIN,2982,49.41,0.881,9.4,10.025,4.5,2,0.902,5
C LM,SHRIMPLIN,2982.5,65.33,0.862,13.3,9.785,4,2,0.892,5
C LM,SHRIMPLIN,2983,64.3,0.841,11.1,9.24,4.3,2,0.882,5
C LM,SHRIMPLIN,2983.5,42.48,0.819,7.1,8.02,4.7,2,0.873,5
C LM,SHRIMPLIN,2984,29.96,0.794,4.8,7.48,4.8,2,0.863,8
C LM,SHRIMPLIN,2984.5,21.23,0.772,3.5,7.98,5,2,0.853,8
C LM,SHRIMPLIN,2985,28.09,0.768,2.2,8.295,5.1,2,0.843,8
C LM,SHRIMPLIN,2985.5,31.12,0.775,1.5,8.515,5.2,2,0.833,8
C LM,SHRIMPLIN,2986,36.63,0.78,0.9,8.165,4.8,2,0.824,5
C LM,SHRIMPLIN,2986.5,36.1,0.783,0.5,8.115,4.3,2,0.814,5
C LM,SHRIMPLIN,2987,42.06,0.787,0.6,7.475,4,2,0.804,5
C LM,SHRIMPLIN,2987.5,44.31,0.792,1.5,6.77,4,2,0.794,5
C LM,SHRIMPLIN,2988,43.19,0.803,2.1,6.215,4.1,2,0.784,5
C LM,SHRIMPLIN,2988.5,39.82,0.82,2.3,6.04,4.3,2,0.775,5
C LM,SHRIMPLIN,2989,41.71,0.839,2.3,6.61,4.4,2,0.765,5
C LM,SHRIMPLIN,2989.5,43.02,0.865,2.5,7.01,4.3,2,0.755,5
C LM,SHRIMPLIN,2990,42.6,0.889,2.4,7.33,4.2,2,0.745,5
C LM,SHRIMPLIN,2990.5,41.53,0.906,2.7,6.94,4,2,0.735,5
C LM,SHRIMPLIN,2991,46.69,0.918,2.1,6.705,4.2,2,0.725,5
C LM,SHRIMPLIN,2991.5,49,0.929,2.4,6.685,4.3,2,0.716,5
C LM,SHRIMPLIN,2992,51.83,0.936,2.1,7.07,4.5,2,0.706,5
C LM,SHRIMPLIN,2992.5,45.87,0.94,2.7,7.445,4.2,2,0.696,5
C LM,SHRIMPLIN,2993,45.87,0.94,2.7,7.445,4.2,2,0.696,5
C LM,SHRIMPLIN,2993.5,46.83,0.943,2.4,7.655,4.4,2,0.686,5
C LM,SHRIMPLIN,2994,47.5,0.946,2.9,7.705,4,2,0.676,5
C LM,SHRIMPLIN,2994.5,48.88,0.947,3.1,7.33,4,2,0.667,5
C LM,SHRIMPLIN,2995,45.88,0.949,4.6,6.865,3.8,2,0.657,5
C LM,SHRIMPLIN,2995.5,51.63,0.952,4.3,6.88,4.1,2,0.647,5
C LM,SHRIMPLIN,2996,49.28,0.954,3.9,7.085,4.3,2,0.637,5
C LM,SHRIMPLIN,2996.5,52.4,0.956,3.7,7.105,4.4,2,0.627,5
C LM,SHRIMPLIN,2997,50.59,0.96,4.3,6.665,4.5,2,0.618,5
C LM,SHRIMPLIN,2997.5,49.71,0.963,4.5,6.645,4.6,2,0.608,5
C LM,SHRIMPLIN,2998,46.48,0.967,4.8,6.69,4.6,2,0.598,5
C LM,SHRIMPLIN,2998.5,50.19,0.972,4.6,6.815,4.5,2,0.588,5
C LM,SHRIMPLIN,2999,55.85,0.969,4.7,6.475,4.3,2,0.578,5
C LM,SHRIMPLIN,2999.5,74.49,0.954,4.8,6.14,4.2,2,0.569,5
C LM,SHRIMPLIN,3000,126.32,0.936,5.2,6.41,4.2,2,0.559,4
C LM,SHRIMPLIN,3000.5,274,0.92,6.9,7.65,4.5,2,0.549,4
C LM,SHRIMPLIN,3001,358.74,0.903,8.5,10.035,4.6,2,0.539,4
C LM,SHRIMPLIN,3001.5,361.15,0.896,9.9,12.255,4.8,2,0.529,4
C LM,SHRIMPLIN,3002,227.99,0.894,10.3,12.67,4.7,2,0.52,4
C LM,SHRIMPLIN,3002.5,115.43,0.893,10,11.24,4.6,2,0.51,5
C LM,SHRIMPLIN,3003,80.43,0.893,9.3,9.055,4.3,2,0.5,5
C LM,SHRIMPLIN,3003.5,65.06,0.898,8.4,8.13,4.5,2,0.49,5
C LM,SHRIMPLIN,3004,49.86,0.91,7.6,7.585,4.8,2,0.48,5
C LM,SHRIMPLIN,3004.5,51.04,0.925,7.3,7.795,5.1,2,0.471,5
C LM,SHRIMPLIN,3005,52.63,0.942,7.6,7.84,5,2,0.461,5
C LM,SHRIMPLIN,3005.5,56.88,0.975,7.8,8.3,4.9,2,0.441,5
C LM,SHRIMPLIN,3006,60.61,0.982,7.8,8.335,4.9,2,0.431,5
C LM,SHRIMPLIN,3006.5,57.36,0.985,7.6,8.07,4.7,2,0.422,5
C LM,SHRIMPLIN,3007,53.58,0.986,7.2,8.13,4.6,2,0.412,5
C LM,SHRIMPLIN,3007.5,52.02,0.986,7.1,8.165,4.7,2,0.402,5
C LM,SHRIMPLIN,3008,53.66,0.986,7.4,8.46,4.8,2,0.392,5
C LM,SHRIMPLIN,3008.5,55.22,0.985,7.7,8.54,4.8,2,0.382,5
C LM,SHRIMPLIN,3009,50.16,0.982,7.2,8.38,4.7,2,0.373,5
C LM,SHRIMPLIN,3009.5,55.6,0.971,7.1,8.295,4.5,2,0.363,5
C LM,SHRIMPLIN,3010,53.77,0.955,6.8,8.035,4.5,2,0.353,5
C LM,SHRIMPLIN,3010.5,50.23,0.937,7.1,8.86,4.6,2,0.343,5
C LM,SHRIMPLIN,3011,63.43,0.915,7.1,9.95,5,2,0.333,5
C LM,SHRIMPLIN,3011.5,61.93,0.889,8,11.39,5.2,2,0.324,5
C LM,SHRIMPLIN,3012,68.62,0.863,8.1,12.28,5.1,2,0.314,5
C LM,SHRIMPLIN,3012.5,74.18,0.836,8.2,12.17,4.8,2,0.304,5
C LM,SHRIMPLIN,3013,73.86,0.816,8,12.37,4.7,2,0.294,4
C LM,SHRIMPLIN,3013.5,71.51,0.798,8.9,12.94,4.6,2,0.284,4
C LM,SHRIMPLIN,3014,79.77,0.782,10,14.235,4.4,2,0.275,4
C LM,SHRIMPLIN,3014.5,80.9,0.776,11,14.86,4.3,2,0.265,4
C LM,SHRIMPLIN,3015,96.85,0.775,9.4,13.74,4.3,2,0.255,4
C LM,SHRIMPLIN,3015.5,92.76,0.771,7.8,11.48,4.4,2,0.245,4
C LM,SHRIMPLIN,3016,51.5,0.762,6.6,8.025,4.1,2,0.225,6
C LM,SHRIMPLIN,3016.5,47.77,0.756,7.4,9.425,4.1,2,0.216,6
C LM,SHRIMPLIN,3017,54.15,0.751,6.4,11.7,4.9,2,0.206,6
C LM,SHRIMPLIN,3017.5,50.45,0.74,4.3,13.34,5,2,0.196,6
C LM,SHRIMPLIN,3018,32.78,0.723,1.2,13.11,5.1,2,0.186,9
C LM,SHRIMPLIN,3018.5,23.5,0.711,0.3,12.3,5.2,2,0.176,9
C LM,SHRIMPLIN,3019,28.33,0.706,0.5,11.79,5.3,2,0.167,9
C LM,SHRIMPLIN,3019.5,31.12,0.704,1.7,11.325,5.3,2,0.157,9
C LM,SHRIMPLIN,3020,28.68,0.709,1.9,11.165,5.4,2,0.147,9
C LM,SHRIMPLIN,3020.5,31.67,0.721,1.6,10.535,5.4,2,0.137,9
C LM,SHRIMPLIN,3021,39.75,0.733,0.9,10.04,5.5,2,0.127,9
C LM,SHRIMPLIN,3021.5,36.56,0.747,2,8.545,5.3,2,0.118,9
C LM,SHRIMPLIN,3022,36.56,0.747,2,8.545,5.3,2,0.118,9
C LM,SHRIMPLIN,3022.5,37.21,0.764,2.7,7.73,5.6,2,0.108,9
C LM,SHRIMPLIN,3023,35.8,0.777,2.5,8.195,5.7,2,0.098,9
C LM,SHRIMPLIN,3023.5,36.56,0.784,1.4,10.29,5.8,2,0.088,9
C LM,SHRIMPLIN,3024,27.96,0.791,1.6,12.12,5.5,2,0.078,8
C LM,SHRIMPLIN,3024.5,26.3,0.797,2.1,12.385,5.4,2,0.069,8
C LM,SHRIMPLIN,3025,19.97,0.803,1.9,11.12,5.5,2,0.059,8
C LM,SHRIMPLIN,3025.5,17.92,0.808,1.5,9.73,5.4,2,0.049,8
C LM,SHRIMPLIN,3026,17.92,0.808,1.5,9.73,5.4,2,0.049,8
C LM,SHRIMPLIN,3026.5,16.51,0.814,2,8.275,5.5,2,0.039,8
C LM,SHRIMPLIN,3027,21.94,0.82,3.3,7.68,5.4,2,0.029,8
C LM,SHRIMPLIN,3027.5,32.54,0.821,2.5,7.445,5.8,2,0.02,8
C LM,SHRIMPLIN,3028,47.7,0.814,1.6,7.34,5.8,2,0.01,8
A1 SH,ALEXANDER D,2887.5,88.71,0.612,6.7,10.605,,1,1,3
A1 SH,ALEXANDER D,2888,92.71,0.583,11,12.515,,1,0.974,3
A1 SH,ALEXANDER D,2888.5,94.54,0.579,12,13.41,,1,0.949,3
A1 SH,ALEXANDER D,2889,95.31,0.579,11.5,13.75,,1,0.923,3
A1 SH,ALEXANDER D,2889.5,93.79,0.572,10.3,13.405,,1,0.897,3
A1 SH,ALEXANDER D,2890,86,0.547,9.7,12.92,,1,0.872,3
A1 SH,ALEXANDER D,2890.5,83.66,0.531,9.9,12.75,,1,0.846,3
A1 SH,ALEXANDER D,2891,84.96,0.516,10,12.71,,1,0.821,2
A1 SH,ALEXANDER D,2891.5,88.93,0.515,9.4,13.51,,1,0.795,2
A1 SH,ALEXANDER D,2892,91.35,0.521,7.4,15.33,,1,0.769,3
A1 SH,ALEXANDER D,2892.5,92.43,0.521,7.4,16.65,,1,0.744,3
A1 SH,ALEXANDER D,2893,92.39,0.526,7.6,16.89,,1,0.718,3
A1 SH,ALEXANDER D,2893.5,91.94,0.526,4.6,16.31,,1,0.692,2
A1 SH,ALEXANDER D,2894,88.21,0.525,2.9,15.33,,1,0.667,2
A1 SH,ALEXANDER D,2894.5,83.2,0.524,1.9,14.215,,1,0.641,2
A1 SH,ALEXANDER D,2895,78.23,0.513,3,13.495,,1,0.615,2
A1 SH,ALEXANDER D,2895.5,74.22,0.5,5,11.365,,1,0.59,2
A1 SH,ALEXANDER D,2896,72.36,0.48,6.6,10.045,,1,0.564,2
A1 SH,ALEXANDER D,2896.5,72.84,0.465,7.2,9.62,,1,0.538,2
A1 SH,ALEXANDER D,2897,74.19,0.455,8,9.64,,1,0.513,2
A1 SH,ALEXANDER D,2897.5,76.62,0.449,8.8,10.5,,1,0.487,2
A1 SH,ALEXANDER D,2898,81.29,0.449,9.2,12.785,,1,0.462,2
A1 SH,ALEXANDER D,2898.5,85.5,0.461,9.9,13.55,,1,0.436,2
A1 SH,ALEXANDER D,2899,88.29,0.476,10.3,13.985,,1,0.41,2
A1 SH,ALEXANDER D,2899.5,91.3,0.484,9.7,13.965,,1,0.385,2
A1 SH,ALEXANDER D,2900,82,0.49,8.3,13.335,,1,0.359,3
A1 SH,ALEXANDER D,2900.5,71.62,0.49,7.5,12.88,,1,0.333,3
A1 SH,ALEXANDER D,2901,67.4,0.483,7.2,12.685,,1,0.308,2
A1 SH,ALEXANDER D,2901.5,65.4,0.476,7.5,12.325,,1,0.282,3
A1 SH,ALEXANDER D,2902,64.21,0.471,10.2,10.935,,2,0.256,9
A1 SH,ALEXANDER D,2902.5,63.82,0.467,11.2,10.655,,2,0.231,9
A1 SH,ALEXANDER D,2903,64.74,0.458,15.1,12.705,,2,0.205,9
A1 SH,ALEXANDER D,2904,81.89,0.42,16.3,19.14,,1,0.154,3
A1 SH,ALEXANDER D,2904.5,83.53,0.371,14.9,19.16,,1,0.128,3
A1 SH,ALEXANDER D,2905,83.06,0.316,14.8,19.5,,1,0.103,2
A1 SH,ALEXANDER D,2905.5,81.58,0.279,15.7,19.945,,1,0.077,2
A1 SH,ALEXANDER D,2906,77.83,0.272,17.3,19.285,,1,0.051,3
A1 SH,ALEXANDER D,2906.5,65.11,0.279,15.2,17.42,,1,0.026,3
A1 LM,ALEXANDER D,2907,32.58,0.29,10.3,14.52,,2,1,9
A1 LM,ALEXANDER D,2907.5,25.14,0.294,7.1,12.48,,2,0.985,9
A1 LM,ALEXANDER D,2908,26.51,0.29,7.1,10.91,,2,0.969,7
A1 LM,ALEXANDER D,2908.5,29.78,0.265,8.1,9.05,,2,0.954,7
A1 LM,ALEXANDER D,2909,33.06,0.248,8.6,8.275,,2,0.938,6
A1 LM,ALEXANDER D,2910,37.78,0.22,9.2,8.05,,2,0.908,6
A1 LM,ALEXANDER D,2910.5,40.84,0.212,14.8,10.76,,2,0.892,6
A1 LM,ALEXANDER D,2911,44.08,0.207,16,11.275,,2,0.877,7
A1 LM,ALEXANDER D,2911.5,48.24,0.21,9.8,14.97,,2,0.862,7
A1 LM,ALEXANDER D,2912,51.21,0.228,8.1,16.025,,2,0.846,7
A1 LM,ALEXANDER D,2912.5,55.57,0.253,7.9,15.985,,2,0.831,7
A1 LM,ALEXANDER D,2913,64.21,0.299,7.4,15.785,,2,0.815,4
A1 LM,ALEXANDER D,2913.5,78.65,0.398,8.2,13.805,,2,0.8,4
A1 LM,ALEXANDER D,2914,97.66,0.52,9.7,12.34,,2,0.785,4
A1 LM,ALEXANDER D,2914.5,101.57,0.636,10.1,12.02,,2,0.769,4
A1 LM,ALEXANDER D,2915,102.02,0.679,9.4,11.33,,2,0.754,4
A1 LM,ALEXANDER D,2915.5,100.87,0.658,7.6,10.135,,2,0.738,4
A1 LM,ALEXANDER D,2916,88.36,0.646,7,9.58,,2,0.723,8
A1 LM,ALEXANDER D,2916.5,73.88,0.635,5.2,10.145,,2,0.708,6
A1 LM,ALEXANDER D,2917,62.49,0.635,4.2,10.515,,2,0.692,6
A1 LM,ALEXANDER D,2917.5,61.08,0.641,4.5,10.465,,2,0.677,5
A1 LM,ALEXANDER D,2918,64.32,0.66,6.7,10.575,,2,0.662,5
A1 LM,ALEXANDER D,2918.5,66.04,0.671,9.1,11.38,,2,0.646,6
A1 LM,ALEXANDER D,2919,66.61,0.691,10.8,12.17,,2,0.631,6
A1 LM,ALEXANDER D,2919.5,66.14,0.713,11.6,12.41,,2,0.615,6
A1 LM,ALEXANDER D,2920,68.24,0.735,10,11.64,,2,0.6,8
A1 LM,ALEXANDER D,2920.5,70.81,0.752,5.9,10.36,,2,0.585,8
A1 LM,ALEXANDER D,2921,72.59,0.757,3.7,10.405,,2,0.569,8
A1 LM,ALEXANDER D,2921.5,77.22,0.769,2.5,10.465,,2,0.554,8
A1 LM,ALEXANDER D,2922,101.82,0.762,1.8,10.6,,2,0.538,8
A1 LM,ALEXANDER D,2922.5,115.43,0.756,1,10.755,,2,0.523,8
A1 LM,ALEXANDER D,2923,119.82,0.725,0.5,10.775,,2,0.508,6
A1 LM,ALEXANDER D,2923.5,120.82,0.675,0.6,10.315,,2,0.492,6
A1 LM,ALEXANDER D,2924,118.48,0.619,1.8,9.51,,2,0.477,5
A1 LM,ALEXANDER D,2924.5,89.64,0.571,2.4,9.555,,2,0.462,5
A1 LM,ALEXANDER D,2925,60.79,0.53,3.3,9.86,,2,0.446,6
A1 LM,ALEXANDER D,2925.5,33.46,0.501,4.3,10.16,,2,0.431,6
A1 LM,ALEXANDER D,2926,27.41,0.483,5,10.62,,2,0.415,5
A1 LM,ALEXANDER D,2926.5,24.14,0.471,5.3,11.3,,2,0.4,6
A1 LM,ALEXANDER D,2927,24.6,0.458,5.8,12.115,,2,0.385,6
A1 LM,ALEXANDER D,2927.5,24.58,0.455,4,13.465,,2,0.369,6
A1 LM,ALEXANDER D,2928,23.59,0.47,2.8,14.2,,2,0.354,6
A1 LM,ALEXANDER D,2928.5,23.16,0.513,1.8,14.145,,2,0.338,6
A1 LM,ALEXANDER D,2929,23.61,0.555,1,13.805,,2,0.323,6
A1 LM,ALEXANDER D,2929.5,24.99,0.604,0.3,13.48,,2,0.308,6
A1 LM,ALEXANDER D,2930,26.45,0.635,0.9,12.775,,2,0.292,6
A1 LM,ALEXANDER D,2930.5,28.39,0.661,1.7,12.095,,2,0.277,8
A1 LM,ALEXANDER D,2931,31.6,0.679,2.1,11.665,,2,0.262,6
A1 LM,ALEXANDER D,2931.5,35.71,0.696,2.3,11.39,,2,0.246,6
A1 LM,ALEXANDER D,2932,41.34,0.702,2.8,11.395,,2,0.231,5
A1 LM,ALEXANDER D,2932.5,46.73,0.708,4.4,11.895,,2,0.215,6
A1 LM,ALEXANDER D,2933,54.15,0.72,5.6,11.94,,2,0.2,6
A1 LM,ALEXANDER D,2933.5,60.63,0.739,9.2,10.59,,2,0.185,6
A1 LM,ALEXANDER D,2934,65.2,0.774,11.3,11.15,,2,0.169,4
A1 LM,ALEXANDER D,2934.5,72.19,0.803,12.1,11.505,,2,0.154,4
A1 LM,ALEXANDER D,2935,78.39,0.825,11.7,11.98,,2,0.138,4
A1 LM,ALEXANDER D,2935.5,82.48,0.836,9.7,12.595,,2,0.123,4
A1 LM,ALEXANDER D,2936,83.8,0.811,7.6,13.18,,2,0.108,4
A1 LM,ALEXANDER D,2936.5,84.86,0.78,6.8,13.15,,2,0.092,4
A1 LM,ALEXANDER D,2937,84.28,0.755,7.4,11.64,,2,0.077,6
A1 LM,ALEXANDER D,2937.5,78.32,0.739,4.3,9.2,,2,0.062,6
A1 LM,ALEXANDER D,2938,70.15,0.727,4.1,8.565,,2,0.046,6
A1 LM,ALEXANDER D,2938.5,66.53,0.721,3.4,8.37,,2,0.031,8
A1 LM,ALEXANDER D,2939,69.31,0.717,6.4,10.21,,2,0.015,8
B1 SH,ALEXANDER D,2939.5,78.58,0.717,8.4,12.53,,1,1,3
B1 SH,ALEXANDER D,2940,81.81,0.717,8.6,15.21,,1,0.969,3
B1 SH,ALEXANDER D,2940.5,82.02,0.716,4.5,15.43,,1,0.938,3
B1 SH,ALEXANDER D,2941,75.3,0.722,4.9,13.615,,1,0.906,2
B1 SH,ALEXANDER D,2941.5,66.45,0.722,6.8,12.37,,1,0.875,2
B1 SH,ALEXANDER D,2942,63.91,0.722,7.4,11.865,,1,0.844,2
B1 SH,ALEXANDER D,2942.5,64.11,0.721,7.9,11.92,,1,0.813,2
B1 SH,ALEXANDER D,2943,66.41,0.721,9,12.185,,1,0.781,2
B1 SH,ALEXANDER D,2943.5,72.43,0.721,9.9,12.38,,1,0.75,3
B1 SH,ALEXANDER D,2944,75.89,0.714,9.6,12.83,,1,0.719,3
B1 SH,ALEXANDER D,2944.5,79.81,0.708,8.2,13.335,,1,0.688,3
B1 SH,ALEXANDER D,2945,81.22,0.702,7.2,12.765,,1,0.656,3
B1 SH,ALEXANDER D,2945.5,80.73,0.689,7.2,12.065,,1,0.625,3
B1 SH,ALEXANDER D,2946,80.21,0.679,7.3,11.605,,1,0.594,3
B1 SH,ALEXANDER D,2946.5,79.31,0.667,7.5,11.49,,1,0.563,2
B1 SH,ALEXANDER D,2947,77.91,0.655,7.2,11.755,,1,0.531,2
B1 SH,ALEXANDER D,2947.5,75.57,0.641,6.6,11.25,,1,0.5,2
B1 SH,ALEXANDER D,2948,72.63,0.625,5.8,10.46,,1,0.469,2
B1 SH,ALEXANDER D,2948.5,69.14,0.607,5.6,10.285,,1,0.438,2
B1 SH,ALEXANDER D,2949,65.21,0.589,4.7,10.23,,1,0.406,2
B1 SH,ALEXANDER D,2949.5,60.86,0.571,4,10.185,,1,0.375,2
B1 SH,ALEXANDER D,2950,57.85,0.551,4.7,9.525,,1,0.344,2
B1 SH,ALEXANDER D,2950.5,59.87,0.531,5,9.17,,1,0.313,2
B1 SH,ALEXANDER D,2951,63.55,0.512,7.2,9.93,,1,0.281,2
B1 SH,ALEXANDER D,2951.5,69.27,0.496,8.1,11.3,,1,0.25,2
B1 SH,ALEXANDER D,2952,79.55,0.473,8.2,13.005,,1,0.219,2
B1 SH,ALEXANDER D,2952.5,84.75,0.447,10.1,13.945,,1,0.188,2
B1 SH,ALEXANDER D,2953,86.1,0.438,11.6,14.59,,1,0.156,2
B1 SH,ALEXANDER D,2953.5,87.01,0.464,12.1,15.205,,1,0.125,2
B1 SH,ALEXANDER D,2954,87.46,0.614,6.2,18.555,,1,0.094,3
